BIANA ID	UniProt ID	Gene Symbol	Seed	Description	Gene ID	Equivalent Entries	GUILD Score	Degree
11969	O75190	DNAJB6	0	RecName: Full=DnaJ homolog subfamily B member 6; AltName: Full=HHDJ1; AltName: Full=Heat shock protein J2; Short=HSJ-2; AltName: Full=MRJ; AltName: Full=MSJ-1;	10049	-	0.11554	158
11351	Q92830	KAT2A	0	RecName: Full=Histone acetyltransferase KAT2A; EC=2.3.1.48 {ECO:0000269|PubMed:21131905, ECO:0000269|PubMed:27377381, ECO:0000269|PubMed:29211711, ECO:0000269|PubMed:31527837}; AltName: Full=General control of amino acid synthesis protein 5-like 2 {ECO:0000250|UniProtKB:Q9JHD2}; AltName: Full=Histone acetyltransferase GCN5 {ECO:0000303|PubMed:8552087, ECO:0000303|PubMed:9611240}; Short=hGCN5 {ECO:0000303|PubMed:8552087, ECO:0000303|PubMed:9611240}; AltName: Full=Histone glutaryltransferase KAT2A {ECO:0000305}; EC=2.3.1.- {ECO:0000269|PubMed:31542297}; AltName: Full=Histone succinyltransferase KAT2A {ECO:0000305}; EC=2.3.1.- {ECO:0000269|PubMed:29211711}; AltName: Full=Lysine acetyltransferase 2A {ECO:0000305}; AltName: Full=STAF97 {ECO:0000303|PubMed:11564863};	2648	-	0.115537	63
48543	Q7Z2Z2	EFL1	0	RecName: Full=Elongation factor-like GTPase 1; AltName: Full=Elongation factor Tu GTP-binding domain-containing protein 1; AltName: Full=Elongation factor-like 1; AltName: Full=Protein FAM42A;	79631	-	0.115536	49
12732	Q9P2R7	SUCLA2	0	RecName: Full=Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03220}; EC=6.2.1.5 {ECO:0000255|HAMAP-Rule:MF_03220, ECO:0000269|PubMed:15877282}; AltName: Full=ATP-specific succinyl-CoA synthetase subunit beta {ECO:0000255|HAMAP-Rule:MF_03220}; Short=A-SCS {ECO:0000255|HAMAP-Rule:MF_03220}; AltName: Full=Succinyl-CoA synthetase beta-A chain {ECO:0000255|HAMAP-Rule:MF_03220}; Short=SCS-betaA {ECO:0000255|HAMAP-Rule:MF_03220}; Flags: Precursor;	8803	-	0.115515	116
61107	Q8NH02	OR2T29	0	RecName: Full=Olfactory receptor 2T29;	343563	-	0.115514	140
30679	Q12829	RAB40B	0	RecName: Full=Ras-related protein Rab-40B; AltName: Full=SOCS box-containing protein RAR; Short=Protein Rar;	10966	-	0.11549	7
16795	Q9P0T4	ZNF581	0	RecName: Full=Zinc finger protein 581;	51545	-	0.115489	103
13627	Q92569	PIK3R3	0	RecName: Full=Phosphatidylinositol 3-kinase regulatory subunit gamma; Short=PI3-kinase regulatory subunit gamma; Short=PI3K regulatory subunit gamma; Short=PtdIns-3-kinase regulatory subunit gamma; AltName: Full=Phosphatidylinositol 3-kinase 55 kDa regulatory subunit gamma; Short=PI3-kinase subunit p55-gamma; Short=PtdIns-3-kinase regulatory subunit p55-gamma; AltName: Full=p55PIK;	8503	-	0.115487	142
23707	Q9UI15	TAGLN3	0	RecName: Full=Transgelin-3; AltName: Full=Neuronal protein 22; Short=NP22; AltName: Full=Neuronal protein NP25;	29114	-	0.115486	39
35830	Q13823	GNL2	0	RecName: Full=Nucleolar GTP-binding protein 2; AltName: Full=Autoantigen NGP-1;	29889	-	0.115469	62
42961	Q9P2D0	IBTK	0	RecName: Full=Inhibitor of Bruton tyrosine kinase; Short=IBtk;	25998	-	0.115462	58
30600	Q9NW13	RBM28	0	RecName: Full=RNA-binding protein 28; AltName: Full=RNA-binding motif protein 28;	55131	-	0.115459	96
30578	A0AV96	RBM47	0	RecName: Full=RNA-binding protein 47 {ECO:0000305|PubMed:24916387}; AltName: Full=RNA-binding motif protein 47 {ECO:0000312|HGNC:HGNC:30358};	54502	-	0.115457	117
23624	Q9NU19	TBC1D22B	0	RecName: Full=TBC1 domain family member 22B;	55633	-	0.115454	182
47476	Q93063	EXT2	0	RecName: Full=Exostosin-2 {ECO:0000305}; EC=2.4.1.224 {ECO:0000269|PubMed:36593275}; AltName: Full=Exostosin glycosyltransferase 2 {ECO:0000312|HGNC:HGNC:3513}; AltName: Full=Glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase {ECO:0000303|PubMed:36593275}; AltName: Full=Heparan sulfate co-polymerase subunit EXT1 {ECO:0000303|PubMed:36593275}; AltName: Full=Multiple exostoses protein 2 {ECO:0000303|PubMed:8782816};	2132	-	0.115453	14
48551	Q5JST6	EFHC2	0	RecName: Full=EF-hand domain-containing family member C2;	80258	-	0.115448	99
12470	Q9Y3Z3	SAMHD1	0	RecName: Full=Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 {ECO:0000305|PubMed:22069334}; Short=dNTPase {ECO:0000305}; EC=3.1.5.- {ECO:0000269|PubMed:22056990, ECO:0000269|PubMed:22069334, ECO:0000269|PubMed:23601106, ECO:0000269|PubMed:24217394, ECO:0000269|PubMed:26294762, ECO:0000269|PubMed:26431200}; AltName: Full=Dendritic cell-derived IFNG-induced protein {ECO:0000303|PubMed:11064105}; Short=DCIP {ECO:0000303|PubMed:11064105}; AltName: Full=Monocyte protein 5 {ECO:0000303|Ref.2}; Short=MOP-5 {ECO:0000303|Ref.2}; AltName: Full=SAM domain and HD domain-containing protein 1 {ECO:0000305}; Short=hSAMHD1 {ECO:0000303|PubMed:29379009};	25939	-	0.115448	44
14605	P13056	NR2C1	0	RecName: Full=Nuclear receptor subfamily 2 group C member 1; AltName: Full=Orphan nuclear receptor TR2; AltName: Full=Testicular receptor 2;	7181	-	0.115444	59
28207	Q92541	RTF1	0	RecName: Full=RNA polymerase-associated protein RTF1 homolog;	23168	-	0.115432	55
33942	Q96MG8	PCMTD1	0	RecName: Full=Protein-L-isoaspartate O-methyltransferase domain-containing protein 1 {ECO:0000305};	115294	-	0.11543	1
49832	Q7Z5J1	HSD11B1L	0	RecName: Full=Hydroxysteroid 11-beta-dehydrogenase 1-like protein; EC=1.1.1.-; AltName: Full=11-beta-hydroxysteroid dehydrogenase type 3; Short=11-DH3; Short=11-beta-HSD3; AltName: Full=Short chain dehydrogenase/reductase family 26C member 2; AltName: Full=Short-chain dehydrogenase/reductase 10; Flags: Precursor;	374875	-	0.11543	1
14026	P49748	ACADVL	0	RecName: Full=Very long-chain specific acyl-CoA dehydrogenase, mitochondrial {ECO:0000305|PubMed:7668252}; Short=VLCAD {ECO:0000303|PubMed:7668252}; EC=1.3.8.9 {ECO:0000269|PubMed:17374501, ECO:0000269|PubMed:21237683, ECO:0000269|PubMed:7668252, ECO:0000269|PubMed:9461620, ECO:0000269|PubMed:9599005, ECO:0000269|PubMed:9839948}; Flags: Precursor;	37	-	0.115421	56
24635	Q93045	STMN2	0	RecName: Full=Stathmin-2; AltName: Full=Superior cervical ganglion-10 protein; Short=Protein SCG10;	11075	-	0.115416	49
13044	O60232	ZNRD2	0	RecName: Full=Protein ZNRD2 {ECO:0000305}; AltName: Full=Autoantigen p27 {ECO:0000303|PubMed:9486406}; AltName: Full=Sjoegren syndrome/scleroderma autoantigen 1; AltName: Full=Zinc ribbon domain-containing protein 2 {ECO:0000305};	10534	-	0.115416	91
34553	Q01804	OTUD4	0	RecName: Full=OTU domain-containing protein 4; EC=3.4.19.12 {ECO:0000269|PubMed:23827681, ECO:0000269|PubMed:25944111, ECO:0000269|PubMed:29395066}; AltName: Full=HIV-1-induced protein HIN-1 {ECO:0000303|PubMed:1475186};	54726	-	0.115409	131
12781	Q9P1W9	PIM2	0	RecName: Full=Serine/threonine-protein kinase pim-2; EC=2.7.11.1; AltName: Full=Pim-2h;	11040	-	0.115403	13
14980	P55211	CASP9	0	RecName: Full=Caspase-9; Short=CASP-9; EC=3.4.22.62 {ECO:0000269|PubMed:16916640, ECO:0000269|PubMed:23516580, ECO:0000269|PubMed:27889207}; AltName: Full=Apoptotic protease Mch-6; AltName: Full=Apoptotic protease-activating factor 3; Short=APAF-3; AltName: Full=ICE-like apoptotic protease 6; Short=ICE-LAP6; Contains: RecName: Full=Caspase-9 subunit p35; Contains: RecName: Full=Caspase-9 subunit p10; Flags: Precursor;	842	-	0.115403	24
17098	Q5VZL5	ZMYM4	0	RecName: Full=Zinc finger MYM-type protein 4; AltName: Full=Zinc finger protein 262;	9202	-	0.115402	60
22125	Q9NZR1	TMOD2	0	RecName: Full=Tropomodulin-2; AltName: Full=Neuronal tropomodulin; Short=N-Tmod;	29767	-	0.115386	86
35005	Q9H607	OCEL1	0	RecName: Full=Occludin/ELL domain-containing protein 1;	79629	-	0.115384	3
51135	Q6PB30	CSAG1	0	RecName: Full=Chondrosarcoma-associated gene 1 protein {ECO:0000305}; AltName: Full=Cancer/testis antigen 24.1; Short=CT24.1; AltName: Full=Cancer/testis antigen CSAGE {ECO:0000303|PubMed:12039054}; Flags: Precursor;	158511	-	0.115384	3
21502	Q6P9F5	TRIM40	0	RecName: Full=E3 ubiquitin ligase TRIM40; EC=2.3.2.27 {ECO:0000269|PubMed:29117565}; AltName: Full=Probable E3 NEDD8-protein ligase; AltName: Full=RING finger protein 35;	135644	-	0.115378	5
12815	Q5H9R7	PPP6R3	0	RecName: Full=Serine/threonine-protein phosphatase 6 regulatory subunit 3; AltName: Full=SAPS domain family member 3; AltName: Full=Sporulation-induced transcript 4-associated protein SAPL;	55291	-	0.11537	127
53327	Q01850	CDR2	0	RecName: Full=Cerebellar degeneration-related protein 2; AltName: Full=Major Yo paraneoplastic antigen; AltName: Full=Paraneoplastic cerebellar degeneration-associated antigen;	1039	-	0.115365	99
56700	P53367	ARFIP1	0	RecName: Full=Arfaptin-1 {ECO:0000303|PubMed:9038142}; AltName: Full=ADP-ribosylation factor-interacting protein 1 {ECO:0000303|PubMed:9038142};	27236	-	0.115365	106
24939	O75494	SRSF10	0	RecName: Full=Serine/arginine-rich splicing factor 10; AltName: Full=40 kDa SR-repressor protein; Short=SRrp40; AltName: Full=FUS-interacting serine-arginine-rich protein 1; AltName: Full=Splicing factor SRp38; AltName: Full=Splicing factor, arginine/serine-rich 13A; AltName: Full=TLS-associated protein with Ser-Arg repeats; Short=TASR; Short=TLS-associated protein with SR repeats; AltName: Full=TLS-associated serine-arginine protein; Short=TLS-associated SR protein;	10772	-	0.115363	79
24191	P57105	SYNJ2BP	0	RecName: Full=Synaptojanin-2-binding protein; AltName: Full=Mitochondrial outer membrane protein 25;	55333	-	0.115362	70
15783	P04350	TUBB4A	0	RecName: Full=Tubulin beta-4A chain; AltName: Full=Tubulin 5 beta; AltName: Full=Tubulin beta-4 chain;	10382	-	0.115361	46
42083	Q8NA54	IQUB	0	RecName: Full=IQ motif and ubiquitin-like domain-containing protein;	154865	-	0.115357	73
29407	Q7Z7H8	MRPL10	0	RecName: Full=Large ribosomal subunit protein uL10m {ECO:0000303|PubMed:25278503}; AltName: Full=39S ribosomal protein L10, mitochondrial; Short=L10mt; Short=MRP-L10; AltName: Full=39S ribosomal protein L8, mitochondrial; Short=L8mt; Short=MRP-L8; Flags: Precursor;	124995	-	0.115351	76
56720	P61204	ARF3	0	RecName: Full=ADP-ribosylation factor 3;	377	-	0.115351	60
34463	Q6IN85	PPP4R3A	0	RecName: Full=Serine/threonine-protein phosphatase 4 regulatory subunit 3A {ECO:0000312|HGNC:HGNC:20219}; AltName: Full=SMEK homolog 1;	55671	-	0.115343	88
13803	Q5JZY3	EPHA10	0	RecName: Full=Ephrin type-A receptor 10; EC=2.7.10.1; Flags: Precursor;	284656	-	0.115343	73
25557	P23497	SP100	0	RecName: Full=Nuclear autoantigen Sp-100; AltName: Full=Nuclear dot-associated Sp100 protein; AltName: Full=Speckled 100 kDa;	6672	-	0.115335	59
31361	Q15397	PUM3	0	RecName: Full=Pumilio homolog 3 {ECO:0000305}; AltName: Full=HBV X-transactivated gene 5 protein; AltName: Full=HBV XAg-transactivated protein 5; AltName: Full=Minor histocompatibility antigen HA-8; Short=HLA-HA8;	9933	-	0.115324	83
57570	Q5T1N1	AKNAD1	0	RecName: Full=Protein AKNAD1;	254268	-	0.115314	3
25670	Q8WXH5	SOCS4	0	RecName: Full=Suppressor of cytokine signaling 4; Short=SOCS-4; AltName: Full=Suppressor of cytokine signaling 7; Short=SOCS-7;	122809	-	0.115297	22
33558	Q7Z412	PEX26	0	RecName: Full=Peroxisome assembly protein 26 {ECO:0000305}; AltName: Full=Peroxin-26 {ECO:0000305};	55670	-	0.115295	32
17435	Q96BR9	ZBTB8A	0	RecName: Full=Zinc finger and BTB domain-containing protein 8A; AltName: Full=BTB/POZ and zinc-finger domain-containing factor; AltName: Full=BTB/POZ and zinc-finger domains factor on chromosome 1; Short=BOZ-F1;	653121	-	0.115263	75
33326	Q8WUB8	PHF10	0	RecName: Full=PHD finger protein 10; AltName: Full=BRG1-associated factor 45a; Short=BAF45a; AltName: Full=XAP135;	55274	-	0.115262	56
41699	Q9UK76	JPT1	0	RecName: Full=Jupiter microtubule associated homolog 1 {ECO:0000312|HGNC:HGNC:14569}; AltName: Full=Androgen-regulated protein 2; AltName: Full=Hematological and neurological expressed 1 protein; Contains: RecName: Full=Jupiter microtubule associated homolog 1, N-terminally processed;	51155	-	0.115258	33
35294	P53384	NUBP1	0	RecName: Full=Cytosolic Fe-S cluster assembly factor NUBP1 {ECO:0000255|HAMAP-Rule:MF_03038}; AltName: Full=Nucleotide-binding protein 1 {ECO:0000255|HAMAP-Rule:MF_03038}; Short=NBP 1 {ECO:0000255|HAMAP-Rule:MF_03038};	4682	-	0.11525	26
33929	O95613	PCNT	0	RecName: Full=Pericentrin; AltName: Full=Kendrin; AltName: Full=Pericentrin-B;	5116	-	0.115244	169
41842	P26440	IVD	0	RecName: Full=Isovaleryl-CoA dehydrogenase, mitochondrial {ECO:0000305}; Short=IVD; EC=1.3.8.4 {ECO:0000269|PubMed:7640268}; AltName: Full=Butyryl-CoA dehydrogenase; EC=1.3.8.1 {ECO:0000269|PubMed:7640268}; Flags: Precursor;	3712	-	0.115241	27
10714	Q9H3N1	TMX1	0	RecName: Full=Thioredoxin-related transmembrane protein 1 {ECO:0000305}; AltName: Full=Protein disulfide-isomerase TMX1 {ECO:0000305}; EC=5.3.4.1 {ECO:0000269|PubMed:22228764, ECO:0000269|PubMed:29932915}; AltName: Full=Thioredoxin domain-containing protein 1; AltName: Full=Transmembrane Trx-related protein {ECO:0000303|Ref.29}; Flags: Precursor;	81542	-	0.115233	181
19645	Q93050	ATP6V0A1	0	RecName: Full=V-type proton ATPase 116 kDa subunit a 1; Short=V-ATPase 116 kDa subunit a 1; AltName: Full=Clathrin-coated vesicle/synaptic vesicle proton pump 116 kDa subunit; AltName: Full=Vacuolar adenosine triphosphatase subunit Ac116; AltName: Full=Vacuolar proton pump subunit 1; AltName: Full=Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1;	535	-	0.115215	172
39224	Q9Y2U8	LEMD3	0	RecName: Full=Inner nuclear membrane protein Man1; AltName: Full=LEM domain-containing protein 3;	23592	-	0.115208	211
25668	O75159	SOCS5	0	RecName: Full=Suppressor of cytokine signaling 5; Short=SOCS-5; AltName: Full=Cytokine-inducible SH2 protein 6; Short=CIS-6; AltName: Full=Cytokine-inducible SH2-containing protein 5;	9655	-	0.1152	4
33623	O15534	PER1	0	RecName: Full=Period circadian protein homolog 1; Short=hPER1; AltName: Full=Circadian clock protein PERIOD 1; AltName: Full=Circadian pacemaker protein Rigui;	5187	-	0.115198	44
22627	O75663	TIPRL	0	RecName: Full=TIP41-like protein; AltName: Full=Putative MAPK-activating protein PM10; AltName: Full=Type 2A-interacting protein; Short=TIP;	261726	-	0.115189	81
29001	Q9BQ52	ELAC2	0	RecName: Full=Zinc phosphodiesterase ELAC protein 2; EC=3.1.26.11; AltName: Full=ElaC homolog protein 2; AltName: Full=Heredity prostate cancer protein 2; AltName: Full=Ribonuclease Z 2; Short=RNase Z 2; AltName: Full=tRNA 3 endonuclease 2; AltName: Full=tRNase Z 2; Flags: Precursor;	60528	-	0.115188	123
56880	P51693	APLP1	0	RecName: Full=Amyloid beta precursor like protein 1 {ECO:0000312|HGNC:HGNC:597}; AltName: Full=Amyloid beta (A4) precursor-like protein 1 {ECO:0000250|UniProtKB:Q03157}; AltName: Full=Amyloid-like protein 1 {ECO:0000312|HGNC:HGNC:597}; Short=APLP {ECO:0000312|HGNC:HGNC:597}; Short=APLP-1; Contains: RecName: Full=C30; Flags: Precursor;	333	-	0.115183	46
56421	P32121	ARRB2	0	RecName: Full=Beta-arrestin-2; AltName: Full=Arrestin beta-2; AltName: Full=Non-visual arrestin-3 {ECO:0000303|PubMed:23886940};	409	-	0.115178	42
39902	Q93052	LPP	0	RecName: Full=Lipoma-preferred partner; AltName: Full=LIM domain-containing preferred translocation partner in lipoma;	4026	-	0.115178	75
49495	Q8IXT2	DMRTC2	0	RecName: Full=Doublesex- and mab-3-related transcription factor C2;	63946	-	0.115176	2
11811	Q01973	ROR1	0	RecName: Full=Inactive tyrosine-protein kinase transmembrane receptor ROR1 {ECO:0000305}; AltName: Full=Neurotrophic tyrosine kinase, receptor-related 1; Flags: Precursor;	4919	-	0.115167	86
10946	Q8IV61	RASGRP3	0	RecName: Full=Ras guanyl-releasing protein 3; AltName: Full=Calcium and DAG-regulated guanine nucleotide exchange factor III; AltName: Full=Guanine nucleotide exchange factor for Rap1;	25780	-	0.115165	11
7521	P35790	CHKA	0	RecName: Full=Choline kinase alpha; Short=CK; EC=2.7.1.32 {ECO:0000269|PubMed:17007874, ECO:0000269|PubMed:19915674, ECO:0000269|PubMed:35202461}; AltName: Full=CHETK-alpha; AltName: Full=Ethanolamine kinase; Short=EK; EC=2.7.1.82 {ECO:0000269|PubMed:17007874, ECO:0000269|PubMed:19915674};	1119	-	0.115156	6
39587	O43504	LAMTOR5	0	RecName: Full=Ragulator complex protein LAMTOR5; AltName: Full=Hepatitis B virus X-interacting protein {ECO:0000303|PubMed:9499022, ECO:0000303|Ref.2}; Short=HBV X-interacting protein {ECO:0000303|PubMed:9499022, ECO:0000303|Ref.2}; Short=HBX-interacting protein {ECO:0000303|PubMed:9499022, ECO:0000303|Ref.2}; AltName: Full=Late endosomal/lysosomal adaptor and MAPK and MTOR activator 5;	10542	-	0.115154	86
13046	Q9BRQ6	CHCHD6	0	RecName: Full=MICOS complex subunit MIC25; AltName: Full=Coiled-coil-helix cristae morphology protein 1; AltName: Full=Coiled-coil-helix-coiled-coil-helix domain-containing protein 6;	84303	-	0.115141	97
31659	Q9BRX5	GINS3	0	RecName: Full=DNA replication complex GINS protein PSF3; AltName: Full=GINS complex subunit 3;	64785	-	0.115135	44
10742	O95182	NDUFA7	0	RecName: Full=NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7; AltName: Full=Complex I-B14.5a; Short=CI-B14.5a; AltName: Full=NADH-ubiquinone oxidoreductase subunit B14.5a;	4701	-	0.115134	138
40746	Q3SY46	KRTAP13-3	0	RecName: Full=Keratin-associated protein 13-3;	337960	-	0.115132	74
57591	Q99996	AKAP9	0	RecName: Full=A-kinase anchor protein 9; Short=AKAP-9; AltName: Full=A-kinase anchor protein 350 kDa; Short=AKAP 350; Short=hgAKAP 350; AltName: Full=A-kinase anchor protein 450 kDa; Short=AKAP 450; AltName: Full=AKAP 120-like protein; AltName: Full=Centrosome- and Golgi-localized PKN-associated protein {ECO:0000303|PubMed:10358086}; Short=CG-NAP {ECO:0000303|PubMed:10358086}; AltName: Full=Protein hyperion {ECO:0000303|Ref.4}; AltName: Full=Protein kinase A-anchoring protein 9; Short=PRKA9; AltName: Full=Protein yotiao {ECO:0000303|PubMed:9482789};	10142	-	0.115131	156
16136	O60880	SH2D1A	0	RecName: Full=SH2 domain-containing protein 1A; AltName: Full=Duncan disease SH2-protein; AltName: Full=Signaling lymphocytic activation molecule-associated protein; Short=SLAM-associated protein; AltName: Full=T-cell signal transduction molecule SAP;	4068	-	0.115129	27
60295	A8MQT2	GOLGA8B	0	RecName: Full=Golgin subfamily A member 8B; AltName: Full=Golgin-67;	440270	-	0.115126	4
13893	Q13322	GRB10	0	RecName: Full=Growth factor receptor-bound protein 10; AltName: Full=GRB10 adapter protein; AltName: Full=Insulin receptor-binding protein Grb-IR;	2887	-	0.115123	50
57696	Q9GZX7	AICDA	0	RecName: Full=Single-stranded DNA cytosine deaminase; EC=3.5.4.38 {ECO:0000269|PubMed:18722174}; AltName: Full=Activation-induced cytidine deaminase; Short=AID; AltName: Full=Cytidine aminohydrolase;	57379	-	0.115123	5
45095	Q9UKD1	GMEB2	0	RecName: Full=Glucocorticoid modulatory element-binding protein 2; Short=GMEB-2; AltName: Full=DNA-binding protein p79PIF; AltName: Full=Parvovirus initiation factor p79; Short=PIF p79;	26205	-	0.115119	69
29812	O95786	RIGI	0	RecName: Full=Antiviral innate immune response receptor RIG-I {ECO:0000305}; AltName: Full=ATP-dependent RNA helicase DDX58 {ECO:0000305|PubMed:19211564}; EC=3.6.4.13 {ECO:0000269|PubMed:19211564}; AltName: Full=DEAD box protein 58; AltName: Full=RIG-I-like receptor 1; Short=RLR-1; AltName: Full=RNA sensor RIG-I {ECO:0000312|HGNC:HGNC:19102}; AltName: Full=Retinoic acid-inducible gene 1 protein; Short=RIG-1; AltName: Full=Retinoic acid-inducible gene I protein; Short=RIG-I;	23586	-	0.115109	18
32764	Q7Z4H8	POGLUT3	0	RecName: Full=Protein O-glucosyltransferase 3 {ECO:0000305|PubMed:30127001}; EC=2.4.1.- {ECO:0000269|PubMed:30127001}; AltName: Full=KDEL motif-containing protein 2 {ECO:0000312|HGNC:HGNC:28496}; AltName: Full=Protein O-xylosyltransferase POGLUT3 {ECO:0000305|PubMed:30127001}; EC=2.4.2.- {ECO:0000269|PubMed:30127001}; Flags: Precursor;	143888	-	0.115109	44
40288	O95202	LETM1	0	RecName: Full=Mitochondrial proton/calcium exchanger protein {ECO:0000305}; AltName: Full=Electroneutral mitochondrial K(+)/H(+)exchanger {ECO:0000303|PubMed:36055214}; Short=KHE {ECO:0000303|PubMed:36055214}; AltName: Full=Leucine zipper-EF-hand-containing transmembrane protein 1; Flags: Precursor;	3954	-	0.115099	123
15014	P22612	PRKACG	0	RecName: Full=cAMP-dependent protein kinase catalytic subunit gamma; Short=PKA C-gamma; EC=2.7.11.11;	5568	-	0.115085	7
16367	Q8IYH5	ZZZ3	0	RecName: Full=ZZ-type zinc finger-containing protein 3;	26009	-	0.115084	49
37187	Q99417	MYCBP	0	RecName: Full=c-Myc-binding protein {ECO:0000305}; AltName: Full=Associate of Myc 1; Short=AMY-1;	26292	-	0.115068	98
43613	Q15651	HMGN3	0	RecName: Full=High mobility group nucleosome-binding domain-containing protein 3; AltName: Full=Thyroid receptor-interacting protein 7; Short=TR-interacting protein 7; Short=TRIP-7;	9324	-	0.115047	132
33505	Q9NQP4	PFDN4	0	RecName: Full=Prefoldin subunit 4; AltName: Full=Protein C-1;	5203	-	0.115029	58
53342	P55273	CDKN2D	0	RecName: Full=Cyclin-dependent kinase 4 inhibitor D; AltName: Full=p19-INK4d;	1032	-	0.115028	60
36089	Q5T2W1	PDZK1	0	RecName: Full=Na(+)/H(+) exchange regulatory cofactor NHE-RF3; Short=NHERF-3; AltName: Full=CFTR-associated protein of 70 kDa; AltName: Full=Na(+)/H(+) exchanger regulatory factor 3; AltName: Full=Na/Pi cotransporter C-terminal-associated protein 1; Short=NaPi-Cap1; AltName: Full=PDZ domain-containing protein 1; AltName: Full=Sodium-hydrogen exchanger regulatory factor 3;	5174	-	0.115027	28
10739	O43181	NDUFS4	0	RecName: Full=NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial; AltName: Full=Complex I-18 kDa; Short=CI-18 kDa; AltName: Full=Complex I-AQDQ; Short=CI-AQDQ; AltName: Full=NADH-ubiquinone oxidoreductase 18 kDa subunit; Flags: Precursor;	4724	-	0.115022	128
21901	O94826	TOMM70	0	RecName: Full=Mitochondrial import receptor subunit TOM70 {ECO:0000305}; AltName: Full=Mitochondrial precursor proteins import receptor; AltName: Full=Translocase of outer membrane 70 kDa subunit; AltName: Full=Translocase of outer mitochondrial membrane protein 70 {ECO:0000312|HGNC:HGNC:11985};	9868	-	0.115018	67
8100	Q13451	FKBP5	0	RecName: Full=Peptidyl-prolyl cis-trans isomerase FKBP5; Short=PPIase FKBP5; EC=5.2.1.8 {ECO:0000269|PubMed:11350175}; AltName: Full=51 kDa FK506-binding protein; Short=51 kDa FKBP; Short=FKBP-51; AltName: Full=54 kDa progesterone receptor-associated immunophilin; AltName: Full=Androgen-regulated protein 6; AltName: Full=FF1 antigen; AltName: Full=FK506-binding protein 5; Short=FKBP-5; AltName: Full=FKBP54; Short=p54; AltName: Full=HSP90-binding immunophilin; AltName: Full=Rotamase;	2289	-	0.115017	64
16805	Q6ZN55	ZNF574	0	RecName: Full=Zinc finger protein 574;	64763	-	0.115015	12
36923	Q15742	NAB2	0	RecName: Full=NGFI-A-binding protein 2; AltName: Full=EGR-1-binding protein 2; AltName: Full=Melanoma-associated delayed early response protein; Short=Protein MADER;	4665	-	0.115015	88
41379	Q8N5Z5	KCTD17	0	RecName: Full=BTB/POZ domain-containing protein KCTD17 {ECO:0000305};	79734	-	0.115012	48
20455	O95071	UBR5	0	RecName: Full=E3 ubiquitin-protein ligase UBR5 {ECO:0000305}; EC=2.3.2.26 {ECO:0000269|PubMed:23027739, ECO:0000269|PubMed:29033132, ECO:0000269|PubMed:29378950, ECO:0000269|PubMed:33208877, ECO:0000269|PubMed:37040767, ECO:0000269|PubMed:37478846, ECO:0000269|PubMed:37620400}; AltName: Full=E3 ubiquitin-protein ligase, HECT domain-containing 1; AltName: Full=Hyperplastic discs protein homolog {ECO:0000303|PubMed:11714696}; Short=hHYD {ECO:0000303|PubMed:11714696}; AltName: Full=Progestin-induced protein;	51366	-	0.115012	98
30533	Q92804	TAF15	0	RecName: Full=TATA-binding protein-associated factor 2N; AltName: Full=68 kDa TATA-binding protein-associated factor; Short=TAF(II)68; Short=TAFII68; AltName: Full=RNA-binding protein 56;	8148	-	0.11501	104
57482	Q9NP73	ALG13	0	RecName: Full=UDP-N-acetylglucosamine transferase subunit ALG13 {ECO:0000305|PubMed:36200043}; EC=2.4.1.141 {ECO:0000269|PubMed:22492991, ECO:0000269|PubMed:36200043}; AltName: Full=Asparagine-linked glycosylation 13 homolog {ECO:0000312|HGNC:HGNC:30881}; AltName: Full=Glycosyltransferase 28 domain-containing protein 1 {ECO:0000312|HGNC:HGNC:30881};	79868	-	0.115002	145
36400	Q8IXH7	NELFCD	0	RecName: Full=Negative elongation factor C/D; Short=NELF-C/D; AltName: Full=TH1-like protein;	51497	-	0.114999	44
44205	Q6NXT2	H3-5	0	RecName: Full=Histone H3.3C; AltName: Full=Histone H3.5 {ECO:0000312|HGNC:HGNC:33164};	440093	-	0.114972	80
52180	Q96KP4	CNDP2	0	RecName: Full=Cytosolic non-specific dipeptidase {ECO:0000303|PubMed:24395568}; EC=3.4.13.18 {ECO:0000269|PubMed:12473676, ECO:0000269|PubMed:19346245}; AltName: Full=CNDP dipeptidase 2; AltName: Full=Glutamate carboxypeptidase-like protein 1; AltName: Full=Peptidase A; AltName: Full=Threonyl dipeptidase {ECO:0000250|UniProtKB:Q9D1A2};	55748	-	0.114968	101
41668	Q9HCI6	KIAA1586	0	RecName: Full=E3 SUMO-protein ligase KIAA1586 {ECO:0000305}; EC=2.3.2.- {ECO:0000269|PubMed:26524493}; AltName: Full=E3 SUMO-protein transferase KIAA1586 {ECO:0000305};	57691	-	0.114962	3
